common_name,lat,lng
coast live oak,36.9545466667,-122.0586166667
California poppy,36.953810917,-122.0252521388
Pacific poison oak,36.9540367126,-122.0587539673
Western Fence Lizard,36.9517037501,-122.0592703106
Western Fence Lizard,36.9532966667,-122.0662916667
Pacific poison oak,36.9529116667,-122.0608055
Pacific poison oak,36.95067,-122.0660638333
Pacific poison oak,36.9507102762,-122.0661525988
Pacific poison oak,36.952745,-122.066025
coast live oak,36.9543333333,-122.0578388333
Western Fence Lizard,36.9542833333,-122.0575333333
California poppy,36.9495858678,-122.0646681678
California poppy,36.9500629839,-122.0646414453
California poppy,36.9498033333,-122.0645221667
Western Fence Lizard,36.954334192,-122.0581501444
Pacific poison oak,36.9538941002,-122.0586823114
Western Fence Lizard,36.9523056457,-122.0573839546
Pacific poison oak,36.9525850092,-122.0660800335
Western Fence Lizard,36.9495505973,-122.0671034182
California poppy,36.9497833333,-122.0645055
Pacific poison oak,36.9498825762,-122.0670652678
coast live oak,36.9513476361,-122.0558456239
Pacific poison oak,36.9502650946,-122.066159677
California poppy,36.9495926052,-122.0672728743
California poppy,36.9499540374,-122.0669943168
Western Fence Lizard,36.9506018239,-122.0661306381
Pacific poison oak,36.9516194444,-122.0554888889
Western Fence Lizard,36.9532928,-122.0405334
Pacific poison oak,36.95283,-122.0562221667
coast live oak,36.9536892204,-122.0654200878
Pacific poison oak,36.9519783333,-122.0594166667
Pacific poison oak,36.9519216667,-122.0593555
California poppy,36.949775,-122.0645305
California poppy,36.949775,-122.0645305
Pacific poison oak,36.953214956,-121.8715130233
California poppy,36.9538761374,-122.0293268885
Western Fence Lizard,36.951405,-122.0590445
Pacific poison oak,36.9506833333,-122.0661305
Western Fence Lizard,36.9506916667,-122.0661555
Western Fence Lizard,36.953142671,-122.0626659049
California poppy,36.9506866667,-122.0553361667
Western Fence Lizard,36.9541358948,-122.0798187256
Western Fence Lizard,36.953052071,-122.0300737023
Western Fence Lizard,36.953125,-122.0626055
Pacific poison oak,36.9501944444,-122.0652027778
Western Fence Lizard,36.9537771654,-122.0600367268
California poppy,36.9502622111,-122.0561960779
Pacific poison oak,36.9504305556,-122.0587222222
Pacific poison oak,36.9507555556,-122.0589972222
Pacific poison oak,36.9508666667,-122.0590833333
Pacific poison oak,36.9512555556,-122.0590583333
Pacific poison oak,36.951625,-122.0592027778
Pacific poison oak,36.9520111111,-122.059325
Pacific poison oak,36.9534388889,-122.0596861111
Western Fence Lizard,37.2394332886,-121.8853530884
coast redwood,37.2398719788,-121.9445877075
coast redwood,37.114730835,-121.9853286743
coast redwood,37.2204933167,-121.9837875366
coast redwood,37.2215194702,-121.9744491577
coast redwood,37.2210578918,-121.9740982056
coast redwood,37.2263145447,-121.9820480347
coast redwood,37.219959259,-121.9746398926
coast redwood,37.2338104248,-122.0102767944
coast redwood,37.2338256836,-122.010635376
California poppy,37.2104072571,-121.9887008667
coast live oak,37.2357883,-121.8797421
coast redwood,37.2346954346,-121.9733200073
coast redwood,37.2395553589,-121.969039917
coast redwood,37.2076263428,-122.0431060791
coast redwood,37.1151580811,-121.98487854
California Newt,37.1909317,-121.918866
Pacific poison oak,37.204015,-121.915324
Western Fence Lizard,37.2435732126,-121.9651184203
coast redwood,37.2351311311,-122.0654916863
California Newt,37.2345590534,-122.0657751117
Western Fence Lizard,37.2401525,-121.9092161
California Newt,37.2350531866,-122.0647594433
California Newt,37.233899028,-122.0653796196
Slender Banana Slug,37.1380824212,-121.9814586639
coast redwood,37.2323150635,-121.9899749756
coast redwood,37.2323188782,-121.9901504517
Western Fence Lizard,37.2199427642,-122.0503589396
California poppy,37.204015,-121.915324
coast redwood,37.2368333333,-121.9746666667
coast redwood,37.236688,-121.973383
California yerba santa,37.230693,-122.095532
Pacific poison oak,37.235946,-121.972403
Western Fence Lizard,37.211601,-121.888075
Pacific poison oak,37.211533,-121.888161
California Newt,37.205808,-122.038979
California poppy,37.2109866667,-121.8889833333
California Newt,37.234839,-122.064416
California Newt,37.234282,-122.064072
coast redwood,37.234547,-122.064742
Western Fence Lizard,37.236367,-122.069319
California Newt,37.239119,-122.071477
California Newt,37.239119,-122.071477
Mule Deer,37.22642,-122.061955
California Newt,37.234429,-122.063669
California Newt,37.234429,-122.063669
California Newt,37.236828,-122.068709
Pacific poison oak,37.2056366667,-121.97963
California poppy,37.211109,-121.886659
California poppy,37.243768,-122.144392
California Newt,37.170856,-121.880419
California poppy,37.2209133333,-122.0528721667
California Newt,37.207177,-122.040695
California yerba santa,37.1612388333,-121.88803
Western Fence Lizard,37.235698,-121.976266
coast redwood,37.132585,-122.138104
coast redwood,37.125254,-122.126982
coast redwood,37.162984,-122.137523
coast redwood,37.246986,-122.144591
Western Fence Lizard,37.244227,-122.140256
coast redwood,37.1500055,-122.12365
coast redwood,37.2344333333,-122.063775
California Newt,37.1518583333,-122.1262971667
coast redwood,37.1777733928,-122.0116618463
Slender Banana Slug,37.1505445,-122.1259695
California poppy,37.2059364167,-121.9850921389
California poppy,37.208899,-121.89314
coast live oak,37.2299383333,-121.9171966667
Western Fence Lizard,37.204233,-121.982857
California poppy,37.2063522222,-121.9860381944
Western Fence Lizard,37.24297,-121.871016
California poppy,37.240408,-121.97014
California yerba santa,37.2101378488,-121.932297377
coast redwood,37.230688,-122.095767
coast redwood,37.2412616667,-122.0667805
coast redwood,37.24122,-122.0668111667
coast redwood,37.2412716667,-122.0668028333
Western Fence Lizard,37.243709,-121.965227
Pacific poison oak,37.211225,-122.042988
Pacific poison oak,37.2441366667,-122.111
California yerba santa,37.2436716667,-122.1115111667
California yerba santa,37.236255,-122.1176
Pacific poison oak,37.2354133333,-122.11885
coast live oak,37.1313445,-122.1012111667
coast redwood,37.1313278333,-122.1010805
California yerba santa,37.2416824601,-122.13622893
Pacific poison oak,37.24183561,-122.13206653
Pacific poison oak,37.2409354101,-122.1317138
California yerba santa,37.24012181,-122.12859231
coast live oak,37.2391608899,-122.12596823
Pacific poison oak,37.23961113,-122.1213443
Western Fence Lizard,37.204233,-121.982857
Pacific poison oak,37.201252,-121.977451
Western Fence Lizard,37.228205,-122.1126861667
Western Fence Lizard,37.2294,-122.1116028333
California Newt,37.1313166667,-122.1005638333
coast redwood,37.186094,-121.94056
California poppy,37.189265,-121.951106
Western Fence Lizard,37.2441038912,-121.9660379738
Western Fence Lizard,37.204233,-121.982857
Pacific poison oak,37.12462554,-122.09851301
coast redwood,37.1241195,-122.0992511001
coast live oak,37.12412005,-122.0992525601
coast redwood,37.1440857277,-122.1226410941
Pacific poison oak,37.1434231801,-122.1244204884
coast redwood,37.1462010267,-122.1251045355
coast live oak,37.19565,-121.969764
Western Fence Lizard,37.23205882,-122.06296598
Pacific poison oak,37.210080172,-121.8817877769
coast redwood,37.2324055899,-122.0652522986
coast redwood,37.2320027557,-122.066117311
Western Fence Lizard,37.12081997,-122.11119849
coast redwood,37.2274035635,-122.103261212
Pacific poison oak,37.2269545868,-122.1064198484
coast redwood,37.12071033,-122.1111432
coast redwood,37.113412,-122.056432
Pacific poison oak,37.2285333333,-122.0957638333
coast live oak,37.2284151754,-122.0945810807
Pacific poison oak,37.2284465656,-122.0957479255
coast redwood,37.24755,-122.0667805
Western Fence Lizard,37.1840852,-122.00408
coast redwood,37.1840852,-122.00408
Mule Deer,37.2144542625,-121.8817878793
California poppy,37.209409817,-121.8808899202
Pacific poison oak,37.2004533558,-122.0662463067
Western Fence Lizard,37.2369418037,-121.8711894965
Pacific poison oak,37.2337410008,-122.0672035217
California Newt,37.2329892995,-122.063614726
coast redwood,37.182126,-121.998818
coast redwood,37.17958,-122.000582
coast live oak,37.182102,-122.002803
coast live oak,37.172793,-122.002728
coast redwood,37.171186,-122.008972
Pacific poison oak,37.2048570449,-121.986646056
California poppy,37.205893154,-121.985317021
coast redwood,37.229843,-122.1251487
California Newt,37.197868,-121.978197
Western Fence Lizard,37.238327,-121.871397
Mule Deer,37.183068,-122.004402
coast redwood,37.183239,-122.002149
coast redwood,37.2410910486,-122.0668172836
coast redwood,37.175494,-122.002438
Pacific poison oak,37.236639,-121.870338
California Newt,37.1075528333,-121.9918833333
California poppy,37.244567,-121.872121
California Newt,37.2088383333,-121.8939366667
Pacific poison oak,37.179837,-121.999145
coast live oak,37.20089,-121.977983
Pacific poison oak,37.189346,-121.951405
coast redwood,37.184085,-122.00408
Western Fence Lizard,37.2524780357,-122.0425701141
California poppy,37.2062633333,-121.9856716667
California poppy,37.183863,-122.004026
coast live oak,37.18282,-122.003876
coast redwood,37.174272,-122.000271
Pacific poison oak,37.178332,-121.999231
California poppy,37.142346944,-122.1315144672
coast redwood,37.150577,-122.125571
California poppy,37.2093590442,-121.8829208427
coast redwood,37.182974,-122.002546
Pacific poison oak,37.182983,-122.001097
coast redwood,37.182592,-121.999875
California poppy,37.182536,-122.002684
coast live oak,37.185461,-121.996731
coast live oak,37.178939,-121.996741
Mule Deer,37.1735698,-121.8689514
Mule Deer,37.156792,-121.8964454
California poppy,37.207942,-121.912309
Pacific poison oak,37.2282696401,-122.0980274677
California Newt,37.220025,-122.0698611667
Western Fence Lizard,37.2106903419,-121.9877207839
Western Fence Lizard,37.2106353566,-121.9878468477
California poppy,37.20607,-121.9850466667
California poppy,37.21935,-122.0739583333
California poppy,37.2101533333,-121.9882666667
California yerba santa,37.218932,-122.018733
California poppy,37.213635,-122.025063
California yerba santa,37.22699,-122.109906
California yerba santa,37.239105,-122.125399
California yerba santa,37.1736106873,-121.888053894
Pacific poison oak,37.212486,-121.934552
California yerba santa,37.206093,-121.932577
California poppy,37.190941656,-122.1397921444
Western Fence Lizard,37.2525799,-122.0415583
California yerba santa,37.2173003889,-122.0285873333
California poppy,37.2194283333,-122.069275
California yerba santa,37.1912856493,-122.1427608469
California poppy,37.2070283333,-121.98645
California yerba santa,37.2261552886,-122.108212486
California yerba santa,37.19356,-121.958198
Western Fence Lizard,37.2283833333,-122.1078638333
Western Fence Lizard,37.2516429434,-122.0412290096
coast redwood,37.17552,-122.002503
California yerba santa,37.205852,-121.934059
Pacific poison oak,37.1461305,-122.1552055
Western Fence Lizard,37.1465611667,-122.1549695
California poppy,37.19838,-121.9778216667
California Newt,37.2326,-122.0638416667
Pacific poison oak,37.202941,-121.933415
California poppy,37.216145,-121.935655
Pacific poison oak,37.2434352525,-122.0290309937
Pacific poison oak,37.2422945593,-122.0287842305
Pacific poison oak,37.2432967,-122.0289954
coast redwood,37.24212159,-122.02905592
coast redwood,37.24083448,-122.02988923
coast redwood,37.24070219,-122.02982934
Pacific poison oak,37.2433815245,-122.0291894955
coast redwood,37.24206361,-122.02884142
Pacific poison oak,37.24015315,-122.02920125
Pacific poison oak,37.2435216667,-122.0290971667
coast live oak,37.242645,-122.0281221667
coast redwood,37.2421533333,-122.0284278333
Western Fence Lizard,37.1979651622,-121.9842040734
Pacific poison oak,37.196123,-121.980041
coast live oak,37.2422404122,-121.9661861659
coast live oak,37.2421635501,-121.9663961326
Pacific poison oak,37.2509435937,-122.0474365634
coast redwood,37.177375,-122.000035
California poppy,37.2155570984,-121.9369430542
coast redwood,37.1616779073,-121.982112452
California poppy,37.2102775574,-121.9883346558
Western Fence Lizard,37.2339254548,-122.122618295
Western Fence Lizard,37.2239084976,-121.922200284
coast redwood,37.17648,-122.000943
Western Fence Lizard,37.179495,-121.997503
Western Fence Lizard,37.2261080385,-122.0997858269
coast redwood,37.1634265082,-122.1364905128
Pacific poison oak,37.2329578012,-122.1465740637
Mule Deer,37.2340332962,-121.9918860525
coast live oak,37.20918487,-121.88315513
Pacific poison oak,37.20915202,-121.88320281
Pacific poison oak,37.2024910309,-121.9869199768
coast redwood,37.2430472214,-121.96729023
coast live oak,37.2429273809,-121.967122592
Mule Deer,37.23464902,-122.06129282
Pacific poison oak,37.1816572734,-121.9629719575
coast redwood,37.1818985045,-121.9607246016
coast redwood,37.181949257,-121.9618200326
coast live oak,37.2385289893,-121.870967243
coast redwood,37.2399671201,-121.9695973283
coast live oak,37.179444,-121.999209
coast redwood,37.23515734,-122.06769533
Pacific poison oak,37.170904,-122.005271
Pacific poison oak,37.1584584285,-121.8791174703
Western Fence Lizard,37.240908,-121.873961
Western Fence Lizard,37.238983,-121.871788
coast redwood,37.2048266667,-122.1574933333
Pacific poison oak,37.2058116667,-122.1571883333
California yerba santa,37.1575129917,-121.897687493
California poppy,37.2369740851,-121.879516951
coast redwood,37.234396407,-122.0640375932
coast live oak,37.16917,-121.8706966667
coast redwood,37.2344974196,-122.0638184064
coast redwood,37.2383094253,-121.9708522038
Pacific poison oak,37.2337903843,-122.120889611
coast redwood,37.2341766357,-122.0660476685
California Newt,37.2321472168,-122.0660018921
coast redwood,37.1612621676,-121.9837382114
California Newt,37.199089,-121.980385
coast live oak,37.198207,-121.976867
California Newt,37.2005498116,-121.8740469228
California yerba santa,37.1577111111,-121.8988027778
California Newt,37.16912,-122.00724
Pacific poison oak,37.172779,-122.001414
coast live oak,37.173314,-122.00217
coast live oak,37.2380116667,-121.8708583333
California yerba santa,37.1575463517,-121.8987161202
California yerba santa,37.1653781724,-121.8901777267
California yerba santa,37.1576286459,-121.897536632
California Newt,37.199317,-121.964271
coast redwood,37.175511,-122.002434
coast redwood,37.2347221375,-122.0661087036
California Newt,37.1608055,-121.87233
California Newt,37.1602083333,-121.8700633333
California Newt,37.140525,-122.1555111667
coast redwood,37.171129,-122.007707
California Newt,37.171077,-122.00761
California Newt,37.1964074184,-121.9821238507
California Newt,37.196653,-121.984054
California Newt,37.219855,-122.0572666667
coast redwood,37.2347093034,-122.0648109913
California Newt,37.2307583333,-122.0936888333
California Newt,37.2086531918,-122.0426909733
California Newt,37.1419138333,-122.1549528333
California Newt,37.2197521497,-122.0509600639
California yerba santa,37.201915,-121.9361916667
coast live oak,37.206225,-121.9327083333
coast redwood,37.1208138333,-121.9592583333
coast live oak,37.2469157888,-121.9634284576
Pacific poison oak,37.220122,-122.022218
California poppy,37.2100692064,-121.8845558167
Pacific poison oak,37.211007,-121.93305
California yerba santa,37.199317,-121.937428
Western Fence Lizard,37.2197733333,-122.0191033333
coast live oak,37.218605,-121.9999166667
California yerba santa,37.2188016667,-122.0010366667
California yerba santa,37.2175466667,-122.0290716667
coast live oak,37.21922,-121.9991083333
California Newt,37.1925012,-121.9878325
California Newt,37.1818974987,-121.962572476
California Newt,37.2045162298,-121.8962287903
Pacific poison oak,37.1576449,-121.8883323
California Newt,37.204233,-121.982857
California yerba santa,37.16084,-121.8725983333
coast redwood,37.2082208257,-122.0428926629
California poppy,37.251012,-121.870061
Pacific poison oak,37.1618181312,-121.9843665853
coast live oak,37.1619965293,-121.9837470411
Pacific poison oak,37.2441574512,-121.9651368448
California poppy,37.240803,-121.881791
California poppy,37.238368,-121.887113
Pacific poison oak,37.238317,-121.887188
California Newt,37.2103095048,-121.8922169097
Pacific poison oak,37.2127761841,-121.9361114502
Pacific poison oak,37.2134333333,-121.8842783333
Pacific poison oak,37.2399366667,-122.1436816667
California yerba santa,37.246475,-122.1369733333
California poppy,37.24259,-121.873232
California Newt,37.2067340076,-122.0401675484
coast redwood,37.2435121984,-122.0303990879
coast live oak,37.228245,-121.8717033333
California poppy,37.1605016,-121.8985666
Western Fence Lizard,37.2047166667,-121.985655
California poppy,37.20623,-121.9857716667
Western Fence Lizard,37.1607138333,-121.8988633333
Western Fence Lizard,37.160725,-121.8988416667
California poppy,37.1600888333,-121.8992616667
Pacific poison oak,37.19836,-121.977095
Western Fence Lizard,37.1994133333,-121.8793083333
California Newt,37.2243,-122.0771638333
California yerba santa,37.22774262,-122.10615556
Mule Deer,37.2015616667,-121.8814
Western Fence Lizard,37.1818784718,-121.9625632559
California Newt,37.1372805,-122.15345
California yerba santa,37.1219638333,-122.0547638333
Western Fence Lizard,37.1605016,-121.8985666
Pacific poison oak,37.23468659,-122.06740939
Pacific poison oak,37.23479487,-122.06732887
Pacific poison oak,37.1259916667,-122.0515666667
Pacific poison oak,37.2422033333,-122.0289221667
coast redwood,37.23451229,-122.06363358
Pacific poison oak,37.1574583333,-121.8830116667
coast live oak,37.214537,-121.937925
coast live oak,37.213594,-121.93614
coast live oak,37.209134,-121.933823
California yerba santa,37.208854,-121.934896
Western Fence Lizard,37.2337684631,-122.1016159058
Pacific poison oak,37.210347,-121.932263
California poppy,37.213218,-121.937792
California yerba santa,37.1603045,-121.8712638
Pacific poison oak,37.1603045,-121.8712638
California poppy,37.186567,-121.880465
coast redwood,37.1059,-122.1050945
California poppy,37.206975,-122.0674666667
Mule Deer,37.2152716667,-121.9810633333
Western Fence Lizard,37.209755,-121.9880216667
California poppy,37.2102466667,-121.9882283333
Pacific poison oak,37.2117833333,-121.9866333333
California yerba santa,37.1591658142,-121.8995183207
Pacific poison oak,37.1587836389,-121.9000639542
California poppy,37.238250357,-121.870658314
Pacific poison oak,37.238250357,-121.870658314
California Newt,37.2009340569,-121.9772598258
California yerba santa,37.1593638333,-121.89972
coast live oak,37.201507989,-121.9721602036
California Newt,37.200549,-121.964479
Pacific poison oak,37.1591945,-121.899955
California yerba santa,37.1474111667,-121.89698
California yerba santa,37.1890986562,-121.9525907994
coast live oak,37.1886200186,-121.9487425806
coast live oak,37.1886200186,-121.9487425806
California yerba santa,37.10890477,-122.04511712
coast live oak,37.1960385603,-121.969985676
California yerba santa,37.2276777774,-122.1061582492
California yerba santa,37.1735633333,-121.886925
coast redwood,37.1710914178,-122.0069123339
coast redwood,37.2159115551,-122.0676519537
Pacific poison oak,37.2176996665,-122.0697699768
coast live oak,37.180327,-121.994662
Western Fence Lizard,37.1786536944,-121.9936512778
Western Fence Lizard,37.2348836,-121.9725644
Western Fence Lizard,37.24438,-121.87188
Pacific poison oak,37.1738716164,-121.8706625333
Pacific poison oak,37.197105,-121.9825733333
California yerba santa,37.19505,-121.96248
California poppy,37.205851,-121.985123
Western Fence Lizard,37.200364,-121.986824
Pacific poison oak,37.20611,-121.986792
Diabolical Ironclad Beetle,37.23548,-121.8808366667
Western Fence Lizard,37.22637797,-122.10919162
California yerba santa,37.2270317078,-122.1097717285
Western Fence Lizard,37.1733283889,-121.8860687778
California yerba santa,37.227745,-122.1061083333
California yerba santa,37.1904723114,-122.1423672327
California yerba santa,37.190207066,-122.1424072982
California poppy,37.1910851123,-122.1400405002
Western Fence Lizard,37.2300525802,-122.1111886484
California yerba santa,37.1718338998,-121.8725587336
California yerba santa,37.227775,-122.10602
Mule Deer,37.229856,-122.1116009999
California Newt,37.2478760893,-122.049467896
California yerba santa,37.1577035,-121.8909385278
Western Fence Lizard,37.190955,-122.0143277833
California yerba santa,37.19499,-121.96224
California poppy,37.2124527778,-121.886725
California yerba santa,37.1567928738,-121.8877058027
Western Fence Lizard,37.2309865,-121.9193017
California Newt,37.1376130825,-121.9475206733
Western Fence Lizard,37.1259335966,-121.9497759635
coast redwood,37.1172423753,-122.1194448236
California yerba santa,37.1603045,-121.8712638
Pacific poison oak,37.1603045,-121.8712638
Western Fence Lizard,37.21193,-121.9859083333
Western Fence Lizard,37.208405,-121.883955
California Newt,37.2247238159,-122.0772247314
Western Fence Lizard,37.2512583333,-121.8885883333
Pacific poison oak,37.21452,-121.88092
Western Fence Lizard,37.2318312448,-121.8689956412
California yerba santa,37.20915,-121.93312
California yerba santa,37.20834,-121.93593
California poppy,37.1998566667,-121.9802566667
Western Fence Lizard,37.2348836,-121.9725644
Western Fence Lizard,37.1571662296,-121.9787522944
California poppy,37.2141950252,-121.8798671478
Western Fence Lizard,37.2388390359,-121.9527451975
Slender Banana Slug,37.162967599,-122.136653876
Pacific poison oak,37.1666778983,-121.8919460784
Pacific poison oak,37.20118,-121.97425
California yerba santa,37.19591,-121.96472
Pacific poison oak,37.19756,-121.98088
California yerba santa,37.2206701346,-122.1125485783
California yerba santa,37.1673055508,-121.8908240814
Western Fence Lizard,37.1252225101,-121.942446192
Western Fence Lizard,37.1605016,-121.8985666
Pacific poison oak,37.1596822492,-121.8753968818
coast redwood,37.227469571,-122.1032846813
Pacific poison oak,37.2266854858,-122.1045503487
Pacific poison oak,37.2270857636,-122.1067842935
Western Fence Lizard,37.2463874817,-121.8908309937
California poppy,37.1249721667,-122.1225361667
California yerba santa,37.2277516667,-122.1055866667
California Newt,37.181679,-122.008244
Western Fence Lizard,37.20273,-121.88737
Mule Deer,37.19981,-121.87344
Pacific poison oak,37.20314,-121.97123
Pacific poison oak,37.19647,-121.97121
Pacific poison oak,37.1837352729,-121.9968116285
coast live oak,37.2320560227,-122.0621399303
Pacific poison oak,37.2221916667,-121.9673383333
coast live oak,37.222355,-121.96608
California poppy,37.208539504,-121.9864677991
California poppy,37.2059710605,-121.981018174
Western Fence Lizard,37.2055148904,-121.9791302323
coast live oak,37.19703,-121.97262
Pacific poison oak,37.2015833333,-121.9757916667
California poppy,37.2066533333,-121.9794916667
Western Fence Lizard,37.2140466667,-121.9865333333
Western Fence Lizard,37.219945,-121.9831616667
California poppy,37.1857998625,-121.9834801626
Western Fence Lizard,37.1668145179,-122.1322377026
California poppy,37.159245932,-121.8996974108
Pacific poison oak,37.2022,-121.97406
Pacific poison oak,37.19347,-121.95866
coast live oak,37.20279,-121.9711
Pacific poison oak,37.19564,-121.97072
Pacific poison oak,37.1586120688,-121.8997315039
Pacific poison oak,37.1259938887,-121.9437364222
Mule Deer,37.2300898263,-121.9181309178
coast live oak,37.2094530892,-121.8807123789
Mule Deer,37.2028678051,-121.8768826873
Pacific poison oak,37.2115377104,-121.8820450177
coast redwood,37.2466568042,-122.0726776563
coast redwood,37.2453484369,-122.0713502505
Pacific poison oak,37.2196765333,-122.0213178047
coast redwood,37.2286114376,-122.1108333395
coast redwood,37.2381843281,-122.0726776138
coast redwood,37.2449617861,-122.07141743
coast redwood,37.2402473688,-122.0726427697
coast redwood,37.2402046871,-122.0726485273
coast redwood,37.2402219096,-122.0726462041
coast live oak,37.2360479708,-121.8791779
Pacific poison oak,37.2132316511,-121.8855324761
Pacific poison oak,37.2430404427,-122.0294102931
Pacific poison oak,37.2079238529,-121.8868008257
Mule Deer,37.2051571962,-121.8785940205
Pacific poison oak,37.23604854,-121.8810137294
Pacific poison oak,37.23499332,-121.8802933996
Western Fence Lizard,37.2446883333,-122.0318833333
Pacific poison oak,37.1587573872,-121.882444841
coast live oak,37.2142289719,-121.8831971941
coast live oak,37.2136403108,-121.8845587504
Mule Deer,37.2118458292,-121.8874666003
coast live oak,37.2053189139,-121.877769758
coast redwood,37.1371611667,-122.0979305
Pacific poison oak,37.2009413815,-121.8726163386
Western Fence Lizard,37.2348836,-121.9725644
coast live oak,37.2113333333,-121.888625
Western Fence Lizard,37.2341,-121.8702
coast redwood,37.1563528333,-122.0861971667
coast live oak,37.2072176356,-121.9894996752
Western Fence Lizard,37.2348836,-121.9725644
Western Fence Lizard,37.1603045,-121.8712638
California poppy,37.214209023,-121.879994888
coast live oak,37.2044419,-121.888476806
Pacific poison oak,37.1988358252,-121.8762888454
coast live oak,37.2027691479,-121.8772738773
California yerba santa,37.1603209389,-121.9114629335
coast live oak,37.2396202087,-121.869140625
Pacific poison oak,37.2071914673,-121.8962860107
Western Fence Lizard,37.1601657,-121.8986641
California poppy,37.243878,-121.872822
coast live oak,37.2294856701,-121.9196786733
coast live oak,37.24378254,-121.87239363
Western Fence Lizard,37.2310875,-122.1186894444
Mule Deer,37.2300602778,-122.1128180556
coast redwood,37.1552608582,-121.9744182845
Western Fence Lizard,37.211627091,-121.9886575523
coast live oak,37.1986383333,-121.8750833333
California Newt,37.20298,-121.97115
California Newt,37.1986,-121.96347
California Newt,37.19802,-121.96248
California Newt,37.198,-121.96239
California Newt,37.19788,-121.96235
California Newt,37.19788,-121.96231
California Newt,37.19673,-121.96049
California Newt,37.19672,-121.96049
California Newt,37.19646,-121.95868
California Newt,37.1951408386,-121.9686889648
California Newt,37.234738032,-122.0646839309
California Newt,37.2348877313,-122.0632102017
California Newt,37.200327,-121.979973
California Newt,37.20336,-121.971862
California Newt,37.201171,-121.966098
California Newt,37.20057,-121.96454
California Newt,37.197733,-121.961621
California Newt,37.196468,-121.958617
California Newt,37.196306,-121.958649
California Newt,37.20576747,-121.98534061
California Newt,37.20334703,-121.98561246
California Newt,37.20347458,-121.98514847
California Newt,37.1733083333,-121.8704
California Newt,37.1731116667,-121.870255
California Newt,37.1980122999,-121.97689606
California Newt,37.19824421,-121.97719303
California Newt,37.198208,-121.97699
California Newt,37.1977230001,-121.981255
California Newt,37.197624,-121.981277
California Newt,37.197521,-121.981636
coast live oak,37.2383283333,-121.8710716667
California Newt,37.1422221667,-122.15715
Western Fence Lizard,37.1061762421,-121.8804491712
Mule Deer,37.2108166667,-121.8894583333
Mule Deer,37.2033216667,-121.8888333333
Mule Deer,37.203055,-121.8883216667
coast redwood,37.169041,-121.980385
California Newt,37.201183,-121.96624
California Newt,37.198158,-121.977013
California Newt,37.191753,-121.986023
California Newt,37.187244,-121.986099
California Newt,37.197125,-121.9781416667
California Newt,37.200161,-121.981682
California Newt,37.196854,-121.981392
California Newt,37.196854,-121.981392
California Newt,37.185909,-121.98027
California Newt,37.176117,-121.983887
California Newt,37.187679,-121.986519
California Newt,37.199688,-121.9804609999
California Newt,37.199478,-121.982544
California Newt,37.200966,-121.980232
California Newt,37.189671,-121.986565
California Newt,37.196659,-121.983772
California Newt,37.197334,-121.982857
California Newt,37.190262,-121.986214
California Newt,37.183491,-121.98085
California Newt,37.180923,-121.984962
California Newt,37.1793369999,-121.985153
California Newt,37.181896,-121.984795
California Newt,37.1808470001,-121.985016
California Newt,37.199646,-121.980385
California Newt,37.1982229999,-121.98143
California Newt,37.197182,-121.982941
California Newt,37.19651,-121.984032
California Newt,37.199318,-121.9804609999
California Newt,37.194332,-121.984039
California Newt,37.195,-121.983803
California Newt,37.19453,-121.983261
California Newt,37.194466,-121.983353
California Newt,37.194035,-121.98436
California Newt,37.194035,-121.98436
California Newt,37.193066,-121.985008
California Newt,37.193367,-121.984718
California Newt,37.194046,-121.984383
California Newt,37.192566,-121.985466
California Newt,37.189602,-121.986618
California Newt,37.189247,-121.986694
California Newt,37.191128,-121.985954
California Newt,37.188068,-121.986572
California Newt,37.187454,-121.986389
California Newt,37.187527,-121.986458
California Newt,37.185719,-121.9804689999
California Newt,37.184509,-121.9814070001
California Newt,37.184921,-121.983505
California Newt,37.183395,-121.981003
California Newt,37.200542,-121.981354
California Newt,37.1990430001,-121.983055
California Newt,37.200901,-121.985687
California Newt,37.201149,-121.987694
California Newt,37.200752,-121.979942
California Newt,37.200684,-121.97995
California Newt,37.200329,-121.980026
California Newt,37.1996,-121.9804
California Newt,37.199234,-121.9804229999
California Newt,37.19796,-121.98172
California Newt,37.197208,-121.9828870001
California Newt,37.197208,-121.9828870001
California Newt,37.196983,-121.9830930002
California Newt,37.198238,-121.981415
California Newt,37.1912,-121.986008
California Newt,37.1938290001,-121.984589
California Newt,37.193905,-121.984528
California Newt,37.194061,-121.98423
California Newt,37.194126,-121.984138
California Newt,37.194126,-121.984138
California Newt,37.189739,-121.986603
California Newt,37.189037,-121.98645
California Newt,37.185028,-121.983788
California Newt,37.183479,-121.980766
California Newt,37.185329,-121.979568
California Newt,37.183285,-121.983742
California Newt,37.183311,-121.983627
California Newt,37.183228,-121.982826
California Newt,37.183315,-121.981361
California Newt,37.183468,-121.981071
California Newt,37.1814770001,-121.984871
California Newt,37.181309,-121.984879
California Newt,37.17617,-121.983986
California Newt,37.179141,-121.985142
California Newt,37.17384,-121.984123
California Newt,37.185246,-121.979599
California Newt,37.18615,-121.97892
California Newt,37.185963,-121.978661
California Newt,37.185215,-121.979736
California Newt,37.1831889999,-121.981796
California Newt,37.183144,-121.981895
California Newt,37.183155,-121.982773
California Newt,37.183105,-121.982445
California Newt,37.183342,-121.981285
California Newt,37.183281,-121.983704
