common_name,lat,lng
California yerba santa,37.0526778333,-122.1356805
California yerba santa,37.0980222732,-122.0578006417
Mule Deer,37.0733337402,-122.0800094604
coast live oak,37.0480833333,-122.0647361667
California poppy,37.0731471667,-121.999725
Slender Banana Slug,37.0583721667,-122.0955888333
coast redwood,36.9979934692,-122.0557479858
California yerba santa,37.0330361117,-122.0456388883
Slender Banana Slug,36.9979283333,-122.0601278333
California yerba santa,37.0260067,-122.045359
coast redwood,37.07746404,-122.08594714
California yerba santa,37.0507733524,-122.1386212764
California yerba santa,37.0231805,-122.0516888333
coast redwood,37.0004808857,-122.0484959522
California yerba santa,37.0504583333,-122.1335221667
California yerba santa,37.0510055,-122.1376111667
California poppy,37.0512195,-122.1360778333
Slender Banana Slug,37.046975,-122.1263666667
California yerba santa,37.0246884926,-122.0430079011
California yerba santa,37.02652187,-122.04230945
Slender Banana Slug,37.0316166667,-122.060075
Western Fence Lizard,36.9988058053,-122.0563447643
California Newt,37.006825,-122.0747445
Slender Banana Slug,37.0534361111,-122.0900416667
California yerba santa,37.0985717773,-122.0771179199
California yerba santa,37.0511105,-122.1385653
Western Fence Lizard,37.0245453074,-122.0445313487
Pacific poison oak,37.03345,-122.0576638333
California Newt,37.0086972167,-121.9057
Slender Banana Slug,37.0569325087,-122.0905754074
Slender Banana Slug,37.0569325087,-122.0905754074
Slender Banana Slug,37.0577733333,-122.0949266667
Slender Banana Slug,37.0562283333,-122.0937133333
Slender Banana Slug,37.0569325087,-122.0905754074
Western Fence Lizard,37.0948294235,-121.9839910898
California yerba santa,37.0265388333,-122.0423971667
Pacific poison oak,37.0515444444,-122.0862277778
Slender Banana Slug,37.0529555,-122.0896221667
California yerba santa,37.0049930355,-122.067385318
coast redwood,36.9979249315,-122.0591528714
Slender Banana Slug,36.9985916667,-122.0022583333
Slender Banana Slug,36.999345,-122.0006027783
Slender Banana Slug,36.9995283333,-122.0002222217
Slender Banana Slug,37.0583695,-122.0851833333
California yerba santa,37.0512222222,-122.1360611111
Slender Banana Slug,37.019725,-121.9058083333
Slender Banana Slug,37.0329944444,-121.9023527778
Slender Banana Slug,37.0476638889,-121.8944583333
Slender Banana Slug,37.0476722222,-121.8942138889
Western Fence Lizard,37.0244694444,-122.0505527778
coast redwood,37.0406247566,-121.9108112075
Slender Banana Slug,37.0532833333,-122.0896083333
Slender Banana Slug,37.0536722222,-122.0903722222
Slender Banana Slug,37.0583055556,-122.095275
Slender Banana Slug,37.0607416667,-122.0939638889
coast redwood,37.0478083333,-122.116425
yerba santa beetle,37.024925,-122.0473333333
California yerba santa,37.0324387944,-122.0524040493
California yerba santa,37.0054783966,-122.0681442715
California yerba santa,37.0504916667,-122.1380166667
California Newt,37.0170416104,-122.0440010145
coast redwood,37.0756272117,-122.1164411862
California yerba santa,37.1027,-122.1501083333
Western Fence Lizard,37.0605234611,-122.1003829423
Slender Banana Slug,37.0537,-122.0903471667
Slender Banana Slug,37.06545,-122.1124195
coast redwood,37.0721435547,-121.995262146
California yerba santa,37.0505329309,-122.1361699907
coast redwood,37.0902416667,-122.0590528333
coast live oak,37.1041638833,-122.1531972167
California yerba santa,37.0330633333,-122.0456016667
coast redwood,37.0332266667,-122.0488633333
coast redwood,37.0336938962,-122.0488193259
Pacific poison oak,37.0323824258,-122.0466588065
Pacific poison oak,37.032435688,-122.0469223335
coast redwood,37.0503845215,-122.0656814575
coast redwood,37.0420416667,-122.0542528333
California yerba santa,37.0370888889,-122.0499277778
Mule Deer,37.001243074,-122.0542306826
California yerba santa,37.0414695,-121.9653166667
California yerba santa,37.0264778333,-122.0476916667
California yerba santa,37.05059017,-122.13560373
California yerba santa,37.05316212,-122.13215314
California yerba santa,37.026322,-122.0467
coast redwood,37.0726666667,-121.9571
California poppy,37.0232519722,-122.0178109722
yerba santa beetle,37.0529445383,-122.1356214229
Slender Banana Slug,37.0956088229,-122.0157911142
California yerba santa,37.0264445,-122.0477833333
Mule Deer,37.0529333333,-121.997925
California yerba santa,37.0505528333,-122.1352388333
yerba santa beetle,37.0530418842,-122.1326152389
California yerba santa,37.0530533333,-122.1327966667
coast redwood,37.0495083333,-122.1296528333
California yerba santa,37.1040222222,-122.1532527778
coast redwood,37.0420233333,-122.1342816667
California yerba santa,37.0420466667,-122.1373233333
California Newt,37.0853888333,-122.0470971667
coast redwood,37.03775,-122.0595888889
California poppy,37.0749008696,-122.0043637724
Slender Banana Slug,37.0,-122.0623333333
California yerba santa,37.0259666667,-122.0457305
coast redwood,37.0388870239,-122.0627212524
Slender Banana Slug,37.0723638333,-122.1318583333
Slender Banana Slug,37.0518583333,-122.0874666667
Slender Banana Slug,36.9987216667,-122.058625
coast redwood,37.0306499119,-122.0444691181
Pacific poison oak,37.0296388333,-122.0445333333
Slender Banana Slug,37.0135793784,-122.0588293734
Pacific poison oak,37.0487722222,-122.0839166667
Western Fence Lizard,37.0847333333,-122.0809638333
coast live oak,37.0133277778,-121.8792111111
Pacific poison oak,37.0128444444,-121.8792194444
Western Fence Lizard,37.0041972167,-122.0571138333
Slender Banana Slug,37.0104777833,-121.9115666667
coast redwood,37.0215469722,-122.055334
Slender Banana Slug,37.0178611667,-122.0369721667
Slender Banana Slug,37.0181555,-122.038475
coast live oak,36.9993286133,-122.0264434814
Western Fence Lizard,37.084725,-122.0809695
Slender Banana Slug,36.9978116667,-122.0590888333
coast redwood,37.03920849,-122.06326785
coast redwood,37.03810564,-122.06283208
Slender Banana Slug,37.03623215,-122.06035967
coast redwood,37.035991,-122.0592063997
coast redwood,37.03437331,-122.05847916
coast redwood,37.0406376251,-122.0641460048
Slender Banana Slug,37.0588448343,-122.0904532444
Slender Banana Slug,37.0580555,-122.0931028333
Pacific poison oak,37.0103861167,-122.0211805
coast redwood,36.999420166,-121.9060668945
coast live oak,37.0509333333,-122.0309361667
Slender Banana Slug,37.0020777833,-122.0000083333
coast redwood,37.0030583333,-122.000655555
Slender Banana Slug,37.0593027778,-122.0932777778
Mule Deer,37.0809837149,-122.0106079375
Slender Banana Slug,37.0398826605,-122.0640073344
coast redwood,37.0634583333,-122.1018305
California yerba santa,37.0839088,-122.0609785
Slender Banana Slug,37.0526,-122.0895471667
Slender Banana Slug,37.0542833333,-122.0913778333
California yerba santa,37.0439388333,-122.1373528333
Western Fence Lizard,37.0623248477,-122.119927367
coast redwood,37.0301083333,-122.0531027778
Pacific poison oak,37.0328972222,-122.0479194444
Slender Banana Slug,37.028825,-122.0915445
coast redwood,37.0397150911,-122.0568230582
California yerba santa,37.0332166667,-122.047425
Slender Banana Slug,37.0304528333,-122.0564278333
Western Fence Lizard,37.0004666667,-122.0578305
coast redwood,37.0499113511,-122.0041265511
coast redwood,37.0393471667,-122.063125
Slender Banana Slug,36.9995305321,-122.0634014527
Mule Deer,37.0833638333,-122.0616833333
coast redwood,37.0722305,-121.9570533333
Western Fence Lizard,37.0846638333,-122.080925
Western Fence Lizard,37.0846945,-122.0810083333
Pacific poison oak,37.0330306697,-121.9751527905
coast redwood,37.0534721368,-122.083372035
California yerba santa,37.0439083333,-122.1166833333
Slender Banana Slug,37.0010328465,-122.0607720693
coast redwood,37.0350278333,-122.0586083333
Slender Banana Slug,36.9981,-122.0516055
Slender Banana Slug,37.0644580759,-122.1073371662
Slender Banana Slug,37.0306499119,-122.0444691181
California yerba santa,37.0258971667,-122.0456388333
California yerba santa,37.0233667197,-122.0457682787
coast redwood,37.1004466737,-122.1176705367
Western Fence Lizard,37.0551919952,-122.0422212797
coast redwood,37.0858014649,-121.9520977882
coast redwood,37.0086585667,-122.0629465207
coast redwood,37.0349305,-122.0583028333
Slender Banana Slug,37.0171055,-122.0429471667
Pacific poison oak,37.00399887,-121.99657476
Pacific poison oak,37.00390107,-121.99632491
California yerba santa,37.026425,-122.0423971667
Slender Banana Slug,37.039075,-122.0642
Slender Banana Slug,37.0650638333,-122.0381555
coast redwood,37.0387721667,-122.0614861667
coast redwood,37.036725,-122.0607
coast redwood,37.0371666667,-122.0638721667
coast redwood,37.0382472222,-122.0609916667
Slender Banana Slug,37.0341388889,-122.0580916667
Slender Banana Slug,37.0332166667,-122.0594944444
Slender Banana Slug,37.0333111111,-122.0595361111
Slender Banana Slug,37.0336,-122.0593888889
Slender Banana Slug,37.0337861111,-122.0589583333
Slender Banana Slug,37.0337138889,-122.0588305556
Slender Banana Slug,37.0337138889,-122.0588305556
Slender Banana Slug,37.0337138889,-122.0588305556
coast redwood,37.0394383734,-122.0644288855
coast redwood,37.0399170639,-122.0645866516
Slender Banana Slug,37.0398828,-122.0640073
Slender Banana Slug,37.0398828,-122.0640073
Slender Banana Slug,37.0398828,-122.0640073
Slender Banana Slug,37.0398828,-122.0640073
Slender Banana Slug,37.0398828,-122.0640073
Slender Banana Slug,37.0398828,-122.0640073
coast redwood,37.0804482657,-121.9058827311
Pacific poison oak,37.0780616848,-121.9250717997
Pacific poison oak,37.0899666667,-122.0629888889
Western Fence Lizard,37.08935307,-122.058735975
California poppy,37.0851138889,-122.0601666667
California poppy,37.0839338509,-122.0601445733
Pacific poison oak,37.0016111117,-121.9658666667
coast redwood,37.013325,-121.9301133333
Slender Banana Slug,37.02935,-122.0445471667
coast redwood,37.0890188869,-121.9968685416
Slender Banana Slug,37.0367023803,-122.0606119966
coast redwood,37.0358416667,-122.0592111667
coast redwood,37.0366471667,-122.0606833333
coast redwood,37.033013776,-122.0589377918
coast redwood,37.0341382502,-122.0580649843
Slender Banana Slug,37.0124722167,-122.0505111667
coast redwood,37.0195361667,-122.0783695
California Newt,37.0736471667,-121.92433
coast redwood,37.0357083333,-122.0597695
Slender Banana Slug,37.0516695,-122.0928805
Pacific poison oak,37.01411945,-121.9939716667
coast redwood,37.0438207,-122.0619053
coast redwood,37.0350583333,-122.0579833333
Pacific poison oak,37.0799416667,-121.9781583333
Western Fence Lizard,37.0426971667,-122.0359805
coast redwood,37.0377388333,-122.058525
California yerba santa,37.02323,-122.0520666667
coast redwood,37.0389861111,-122.0619972222
coast redwood,37.0387444444,-122.0614694444
coast redwood,37.0381972222,-122.0610361111
California yerba santa,37.0231777778,-122.0520638889
coast live oak,37.0234416667,-122.0417194444
California yerba santa,37.0264611111,-122.0476888889
coast redwood,37.0347555556,-122.0581583333
California yerba santa,37.0060082479,-122.0601159522
Western Fence Lizard,37.0061638833,-122.0608528333
coast live oak,37.0869493,-122.0700403997
coast redwood,37.0384111111,-122.0627361111
Mule Deer,37.0000388888,-122.0532388333
Slender Banana Slug,37.000855555,-122.0610195
coast redwood,37.0669324475,-122.1067402429
Slender Banana Slug,37.0398826605,-122.0640073344
Slender Banana Slug,37.0445721667,-122.1259305
Western Fence Lizard,37.0842333333,-122.0616
Western Fence Lizard,36.999845,-122.0522221667
Slender Banana Slug,36.9990916667,-122.0623861667
coast redwood,37.0371666667,-122.0638721667
coast redwood,37.036725,-122.0607
Slender Banana Slug,37.055875,-122.0920555
coast redwood,37.0164027833,-121.9299083333
Slender Banana Slug,37.0165638833,-121.9337916667
coast redwood,37.0392221667,-122.0632945
coast redwood,37.0376888333,-122.06295
coast redwood,37.0374305,-122.0622416667
coast redwood,37.0438611667,-122.0606083333
coast redwood,37.050925,-122.0652166667
coast redwood,37.0413055,-122.0563195
coast redwood,37.0424305,-122.0550388333
coast redwood,37.0374916667,-122.0581361667
coast redwood,37.0352666667,-122.0586
coast redwood,37.0349278333,-122.0586166667
coast redwood,37.0292805,-122.0551388333
coast redwood,37.0215555,-122.0554416667
coast redwood,37.0282945,-122.0520166667
coast redwood,37.0065144486,-121.9822120115
Slender Banana Slug,37.0374666667,-122.0595028333
Slender Banana Slug,37.0336805,-122.0311805
Slender Banana Slug,37.0338945,-122.0300916667
Slender Banana Slug,37.0356489722,-122.0596429722
coast redwood,37.0350268125,-122.0589103792
coast live oak,37.0414206572,-122.0622571931
coast redwood,37.0174833348,-122.0023782179
coast redwood,37.0144472167,-122.0379638333
coast redwood,37.0009720604,-122.0491162465
coast redwood,36.9979533333,-122.0479055
California yerba santa,37.0231827161,-122.0520836704
coast live oak,37.0264674219,-122.0468167963
Slender Banana Slug,37.0385695,-122.0612416667
Slender Banana Slug,36.9987833333,-122.0552361667
Slender Banana Slug,36.9995624675,-122.0582888231
coast redwood,37.0032833333,-122.0006416667
Pacific poison oak,37.0102527833,-122.0212695
coast redwood,36.9988441595,-122.0052435175
coast redwood,37.0454656667,-121.9050488667
Slender Banana Slug,37.0410118103,-121.904838562
coast redwood,37.0359388333,-122.0592583333
California yerba santa,37.054205,-122.08602
Western Fence Lizard,36.9983283333,-122.0557028333
Mule Deer,37.000180555,-122.064025
coast redwood,37.0398826605,-122.0640073344
coast redwood,37.0184555,-121.9313283333
Slender Banana Slug,37.0276416667,-121.92643
coast live oak,36.9984944444,-122.0029388889
Slender Banana Slug,37.0017513925,-122.0586881366
California yerba santa,37.0675666667,-122.1446138333
coast live oak,37.0511104843,-122.138565369
Mule Deer,36.9993376429,-122.0609985456
Mule Deer,36.9990233505,-122.0596035469
Mule Deer,36.9982079722,-122.0904359722
Slender Banana Slug,37.0007027783,-122.0625833333
coast redwood,36.9985086657,-122.0585813095
Slender Banana Slug,36.9995783333,-122.0631555
Slender Banana Slug,36.9995783333,-122.0632638333
Mule Deer,37.0731210163,-122.1014864956
Slender Banana Slug,37.03211728,-122.0753888883
Western Fence Lizard,36.999755,-122.0540471667
Slender Banana Slug,37.0175192068,-121.9053469598
Slender Banana Slug,37.0711079317,-122.1045182882
Slender Banana Slug,37.0200945,-122.0462638333
coast redwood,37.0357083333,-122.0595638333
California poppy,37.0744733333,-122.0042083333
coast live oak,37.0507388333,-122.1379555
Slender Banana Slug,37.0423666667,-122.1286778333
Slender Banana Slug,37.0645217694,-122.1075452457
coast redwood,37.0388805,-122.0628055
coast redwood,37.035825,-122.0597
coast redwood,36.9993283333,-122.0592278333
coast redwood,37.0371422288,-122.0622904938
coast live oak,37.0891964318,-122.0753256959
coast redwood,37.014961506,-122.034591796
coast redwood,37.0434948058,-121.8885665541
Slender Banana Slug,37.0175192068,-121.9053469598
coast redwood,37.0660278333,-122.0974721667
Slender Banana Slug,36.9982966667,-122.0592195
Slender Banana Slug,37.0560028333,-122.0919721667
Slender Banana Slug,37.0468333333,-122.1267694444
Slender Banana Slug,37.0467494764,-122.1265089121
Slender Banana Slug,37.0471916667,-122.1262583333
Slender Banana Slug,37.0472638889,-122.1260833333
Slender Banana Slug,37.0468722222,-122.1262666667
Slender Banana Slug,37.0416713536,-122.1286171284
Slender Banana Slug,37.0463444444,-122.1256722222
Slender Banana Slug,37.0412431659,-122.1296041813
Slender Banana Slug,37.0403867831,-122.1303766575
Slender Banana Slug,37.0422444444,-122.1278388889
Slender Banana Slug,37.0422777778,-122.1282055556
Slender Banana Slug,37.0423888889,-122.1280833333
Slender Banana Slug,37.0401127471,-122.1309024365
Pacific poison oak,37.0435972222,-122.1300972222
Slender Banana Slug,37.0428233134,-122.1317950159
Slender Banana Slug,37.0303048388,-121.9016016237
Slender Banana Slug,36.9994883333,-122.0634778333
Slender Banana Slug,36.99948,-122.0634166667
Slender Banana Slug,36.9994866667,-122.0634083333
Slender Banana Slug,36.99948,-122.0633916667
Slender Banana Slug,36.9994883333,-122.0633861667
Slender Banana Slug,36.9999916667,-122.062125
Slender Banana Slug,37.029175,-122.0553583333
Slender Banana Slug,37.0263166667,-122.0387583333
Slender Banana Slug,37.0180471667,-122.0375278333
Slender Banana Slug,37.0039829722,-122.0853149722
Slender Banana Slug,37.0011333333,-122.0563055
Slender Banana Slug,37.000175,-122.0525195
Slender Banana Slug,36.9988666667,-122.0552528333
Slender Banana Slug,36.998895,-122.0552445
Slender Banana Slug,36.9987533333,-122.0553278333
Slender Banana Slug,37.0192075962,-122.041275206
Slender Banana Slug,37.0258054208,-122.0414631314
Slender Banana Slug,36.9988283333,-122.0553055
California Newt,37.0307611667,-121.8903583333
Slender Banana Slug,37.0367138333,-122.0594333333
Slender Banana Slug,37.00765555,-121.90702
coast redwood,37.0728221667,-121.956275
coast redwood,37.0710721667,-121.9562616667
coast redwood,37.0727778333,-121.9564283333
coast redwood,37.0372619629,-122.0629806519
Slender Banana Slug,37.0858805556,-121.9520027778
Slender Banana Slug,36.9981742,-122.0622604
Slender Banana Slug,37.0632166667,-122.0954583333
coast redwood,37.0693971667,-121.9215616667
Slender Banana Slug,37.0279277778,-121.9019138889
coast redwood,37.0163833333,-122.0617666667
Slender Banana Slug,37.0626768752,-122.1022339098
coast live oak,37.05364134,-122.03340799
California Newt,37.095903,-121.993319
Western Fence Lizard,37.0730388333,-122.1385416667
California yerba santa,37.0256111667,-122.0494166667
Mule Deer,36.9979216667,-122.0611278333
Slender Banana Slug,36.9986685505,-122.0575313923
California Newt,37.0874999722,-122.059622
Slender Banana Slug,37.0002527783,-122.0483471667
Pacific poison oak,37.00203055,-121.9919966667
Slender Banana Slug,36.9987416667,-122.0552305
coast redwood,37.0515160999,-122.083828558
California yerba santa,37.050675,-122.1351083333
coast redwood,37.04865,-122.1288305
coast redwood,37.04865,-122.1288305
coast redwood,37.0502028543,-122.1280403147
Slender Banana Slug,37.0581277778,-122.0963055556
Slender Banana Slug,37.03735,-122.0613333333
coast redwood,36.9981489145,-122.0523707384
coast redwood,37.0607083333,-122.0950305
Slender Banana Slug,37.0597305,-122.0960528333
Slender Banana Slug,37.0656916667,-122.1088471667
Slender Banana Slug,36.9990716667,-122.0627666667
coast redwood,36.9991733333,-122.0589533333
coast redwood,37.0382888333,-122.0628445
coast redwood,37.0386721667,-122.062675
Slender Banana Slug,37.0130166667,-122.0525666667
coast redwood,37.0722695,-121.9563533333
coast redwood,37.0398823928,-122.0640073344
Slender Banana Slug,37.0229221667,-122.049775
Slender Banana Slug,37.031625,-122.055
coast redwood,37.0030485997,-121.9063953997
Slender Banana Slug,37.0090232,-121.9090302
Slender Banana Slug,37.027975,-122.0562138889
Slender Banana Slug,37.0344666667,-122.0582305556
coast redwood,37.0375638333,-122.0632388333
California yerba santa,37.0509221667,-122.1393445
California yerba santa,37.0509611667,-122.1391221667
Western Fence Lizard,37.0614345639,-122.0119079451
Slender Banana Slug,37.0061466549,-121.9376850128
Slender Banana Slug,37.0299195,-122.0535195
Slender Banana Slug,37.0123388889,-122.050375
coast live oak,37.02615873,-122.0452828
Slender Banana Slug,37.0177055556,-122.0387527778
Slender Banana Slug,37.01715,-122.0429221667
coast redwood,37.0377721667,-122.0629805
Slender Banana Slug,37.0226945,-121.9038916667
Slender Banana Slug,37.0284778333,-121.900995
Slender Banana Slug,37.0130527833,-121.90622
Slender Banana Slug,37.00734445,-121.9070666667
Slender Banana Slug,37.0181416667,-122.0371638333
coast redwood,37.0143,-122.1319805
coast redwood,37.0392111667,-122.0631861667
coast redwood,37.0377721667,-122.0629971667
coast redwood,37.03585,-122.0597
coast live oak,37.0327111667,-122.0428083333
Slender Banana Slug,37.033325,-122.0618666667
Slender Banana Slug,36.997936978,-121.9148469252
coast redwood,37.077325,-121.9817116667
Slender Banana Slug,37.0544778333,-122.08175
Slender Banana Slug,37.0302236111,-122.0426175
Slender Banana Slug,37.01441945,-122.1318278333
California Newt,37.067613,-122.053457
coast live oak,37.0656609722,-122.0434359722
California Newt,37.06757042,-122.0521237048
California Newt,37.06757042,-122.0521237048
Slender Banana Slug,37.0462126796,-122.0510467942
Slender Banana Slug,37.0630324331,-122.1063991497
Mule Deer,37.0814497222,-122.0604594444
Slender Banana Slug,37.0392300997,-122.0631573997
Slender Banana Slug,37.0180555,-122.0373778333
Slender Banana Slug,37.0330666667,-122.0591278333
Slender Banana Slug,37.0392141355,-122.062702775
Slender Banana Slug,37.0040027833,-121.9935083333
Slender Banana Slug,37.0479652448,-122.0170596242
Slender Banana Slug,37.035125,-122.0594555
Slender Banana Slug,37.0644916667,-122.1075445
Slender Banana Slug,36.9997444444,-122.0525333333
Mule Deer,36.9985383333,-122.0480583333
Slender Banana Slug,37.0031250293,-121.9079209949
coast redwood,37.05385,-122.0881916667
coast redwood,37.0009601986,-122.0563792599
Slender Banana Slug,37.0515608997,-122.0062754
Slender Banana Slug,37.0311861111,-122.0556694444
coast redwood,37.013675,-121.9981466667
California Newt,37.0845221667,-121.9057
Slender Banana Slug,37.0175202,-121.905347
Slender Banana Slug,36.9993472222,-122.0644305556
Slender Banana Slug,36.9993472222,-122.0644305556
Slender Banana Slug,36.9999166667,-122.0561528333
Slender Banana Slug,36.998795,-122.0559471667
Slender Banana Slug,37.0373,-122.0612721667
Slender Banana Slug,37.0527638333,-122.0606471667
Slender Banana Slug,36.9980182564,-122.0479276529
California yerba santa,37.0102055556,-122.0665944444
Slender Banana Slug,37.0300445,-122.0563278333
coast redwood,37.0503778333,-122.0833971667
Slender Banana Slug,37.0355721667,-122.0594471667
Slender Banana Slug,37.0283957019,-122.0514119293
Slender Banana Slug,37.0728269743,-122.1207640299
Slender Banana Slug,37.0562598857,-122.0924864087
Slender Banana Slug,37.0562598857,-122.0924864087
Slender Banana Slug,37.0562598857,-122.0924864087
California Newt,37.0522278333,-122.0627221667
coast redwood,37.0388445,-122.0628138333
coast redwood,37.0369880805,-122.0611320501
Slender Banana Slug,37.0369880805,-122.0611320501
Slender Banana Slug,37.0369880805,-122.0611320501
coast redwood,37.0369880805,-122.0611320501
Slender Banana Slug,37.0369880805,-122.0611320501
coast redwood,37.0383584046,-122.0636961638
Slender Banana Slug,37.0383584046,-122.0636961638
Slender Banana Slug,37.0383584046,-122.0636961638
Slender Banana Slug,37.0383584046,-122.0636961638
Slender Banana Slug,37.0383584046,-122.0636961638
Mule Deer,37.0386163935,-122.062311436
Slender Banana Slug,36.9989616667,-122.0640333333
coast redwood,37.0377142249,-122.062995319
coast redwood,37.0324166274,-122.0603014877
California Newt,37.0811179722,-122.061373
Slender Banana Slug,36.9991899722,-122.063443
Slender Banana Slug,37.0540316667,-122.0906333333
Slender Banana Slug,36.9997773756,-122.0563187013
California Newt,37.084225,-122.0610805
Slender Banana Slug,36.9982026537,-122.0560183955
California yerba santa,37.088331,-122.058442
Slender Banana Slug,37.052975,-122.0580361667
coast redwood,37.0489379442,-122.0727369189
Slender Banana Slug,37.0357694444,-122.0587083333
California yerba santa,37.0882443705,-122.0674422766
California poppy,37.0881292887,-122.067225381
Slender Banana Slug,37.0533971667,-122.0900888333
Slender Banana Slug,37.0175192068,-121.9053469598
Slender Banana Slug,37.0225467667,-122.060901649
coast redwood,37.0359503499,-122.070622147
Slender Banana Slug,37.0145416667,-122.0386805556
coast redwood,37.058897422,-122.0933016703
California Newt,37.0723324928,-122.0276137814
Slender Banana Slug,36.9986586363,-122.0535785702
Western Fence Lizard,37.0958945,-122.1417083333
Slender Banana Slug,37.0130722167,-122.0530695
Slender Banana Slug,37.0130166667,-122.052475
Slender Banana Slug,37.01296945,-122.0524888333
Slender Banana Slug,37.01296945,-122.0521778333
Slender Banana Slug,37.01291945,-122.0522471667
Slender Banana Slug,37.0128333333,-122.0512861667
Slender Banana Slug,37.0126888833,-122.0507138333
Slender Banana Slug,37.01244445,-122.0505445
Slender Banana Slug,37.012425,-122.0502861667
Slender Banana Slug,37.0123888833,-122.0499638333
Slender Banana Slug,37.0124666667,-122.0499278333
Slender Banana Slug,37.01278055,-122.0499721667
Slender Banana Slug,37.0128166667,-122.0500333333
Slender Banana Slug,37.0128111167,-122.0501111667
Slender Banana Slug,37.0172111667,-122.0029916667
Slender Banana Slug,37.0172166667,-122.0030527833
Slender Banana Slug,37.0174,-122.0029833333
coast redwood,37.0172166667,-122.0028388833
coast redwood,37.0378124782,-122.1363297497
Slender Banana Slug,37.0000833333,-122.05225
Slender Banana Slug,37.008411,-121.9098529722
coast redwood,37.0500478404,-122.0665999255
Slender Banana Slug,37.005769,-121.9067589722
Slender Banana Slug,37.0160027833,-122.0352083333
Slender Banana Slug,37.0174555,-122.0365611667
Slender Banana Slug,37.0180861667,-122.0372388333
Slender Banana Slug,37.0180805,-122.0371083333
Slender Banana Slug,37.0181278333,-122.0374
Slender Banana Slug,37.0181471667,-122.0373471667
Slender Banana Slug,37.0182083333,-122.0372916667
Slender Banana Slug,37.0183055,-122.0373083333
Slender Banana Slug,37.0179471667,-122.0372778333
Slender Banana Slug,37.01648055,-122.0375833333
Slender Banana Slug,37.0193166667,-122.0459971667
Slender Banana Slug,37.0207861667,-122.0466
Slender Banana Slug,37.0208361667,-122.0466305
Slender Banana Slug,37.0180888333,-122.0410833333
Slender Banana Slug,37.00239445,-122.0636221667
Slender Banana Slug,37.0067888833,-121.9073866667
California Newt,37.0863565801,-122.0609975917
Slender Banana Slug,37.0392305,-122.0639416667
Slender Banana Slug,37.0581361667,-122.0850055
Slender Banana Slug,37.0057852054,-121.9065035788
coast redwood,37.085675,-121.9520416667
coast redwood,37.0475222222,-121.9399944444
Mule Deer,36.9990638889,-122.0551222222
coast redwood,37.0438055556,-122.1263222222
coast redwood,37.0443277778,-122.1286222222
coast live oak,37.0477471667,-122.1392888333
coast live oak,37.0488888333,-122.1379388333
California Newt,37.0483898997,-121.8832969
Slender Banana Slug,37.0027492751,-121.9064326244
coast redwood,37.0039142558,-121.905285714
Western Fence Lizard,36.9992361111,-122.0540138889
Western Fence Lizard,36.9994416667,-122.0534083333
Slender Banana Slug,37.0551729474,-122.0856553459
Slender Banana Slug,37.0551729474,-122.0856553459
Slender Banana Slug,37.0551729474,-122.0856553459
Slender Banana Slug,37.0551729474,-122.0856553459
Slender Banana Slug,37.0551729474,-122.0856553459
Slender Banana Slug,37.0551729474,-122.0856553459
Slender Banana Slug,37.0551729474,-122.0856553459
California yerba santa,37.0871361667,-122.0653916667
Slender Banana Slug,37.088875,-122.0662305
Slender Banana Slug,37.0906945,-122.0598916667
California yerba santa,37.0414361667,-122.1373278333
Slender Banana Slug,37.0008611111,-122.0522583333
Slender Banana Slug,37.0007972222,-122.0524638889
coast redwood,37.00055,-122.052325
Slender Banana Slug,37.028382955,-122.0506818916
coast redwood,37.004206893,-122.0193550922
California Newt,36.9982033333,-122.0570666667
Slender Banana Slug,37.0517388333,-122.0838305
Slender Banana Slug,36.9999388889,-122.0622027778
Slender Banana Slug,37.0349651249,-121.9331537561
Slender Banana Slug,36.9987633333,-122.0562445
coast redwood,37.0358311432,-121.9321107959
Slender Banana Slug,37.0543778333,-122.096625
Slender Banana Slug,37.0530445,-122.0605695
Slender Banana Slug,36.9999944444,-122.056375
Slender Banana Slug,36.9993361111,-122.0546611111
Slender Banana Slug,37.0915516667,-122.058125
Slender Banana Slug,36.9991033333,-122.0645221667
Slender Banana Slug,37.0753948957,-122.0057879673
Slender Banana Slug,37.08804936,-122.06638407
California Newt,37.0884929722,-122.0658679722
Western Fence Lizard,37.0130693997,-122.0722319997
Mule Deer,37.0001833333,-122.0568416667
Slender Banana Slug,36.9999472222,-122.0522527778
Slender Banana Slug,36.9988716667,-122.0562361667
Slender Banana Slug,37.0380833333,-122.1065666667
Slender Banana Slug,37.0333221667,-122.0616221667
Slender Banana Slug,36.998675,-122.0553583333
coast redwood,37.0383409192,-122.1379050197
California yerba santa,37.0409143749,-122.1367879046
coast redwood,37.0535133209,-122.0902286031
Slender Banana Slug,37.0535701421,-122.0900026337
California Newt,37.087313,-122.051606
Slender Banana Slug,37.0707706209,-122.1047778989
Slender Banana Slug,37.0691916667,-122.1014721667
coast redwood,37.03876298,-122.06153577
Slender Banana Slug,37.03925267,-122.06306515
Western Fence Lizard,36.999275,-122.0539972222
Slender Banana Slug,37.0031249722,-121.906885
Mule Deer,37.0489025797,-122.1378478447
Slender Banana Slug,36.9983242021,-122.0580228969
Slender Banana Slug,37.0601833333,-122.0937638333
Slender Banana Slug,37.0214443471,-122.0048643783
California Newt,37.0825221667,-122.0656055
Slender Banana Slug,37.0035294906,-122.0604271304
